Time (ms),Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z
1582130712315,-0.5277099236641226,-0.7685496183206109,0.5716030534351146,-0.004094848632812509,0.002615966796874994,-1.0248883056640625
1582130712524,-1.6574809160305348,-0.15786259541984748,-1.2451908396946565,-0.00018859863281250888,0.003714599609374994,-1.0261090087890625
1582130712526,-1.1231297709923669,-0.9517557251908398,-1.35206106870229,-0.002507934570312509,-0.002144775390625006,-1.0297711181640625
1582130712635,-0.5429770992366417,-2.2341984732824427,-0.5581679389312977,-0.004949340820312509,-0.008980712890625006,-1.0270855712890625
1582130712636,1.243282442748091,-5.165496183206107,-0.7413740458015265,-0.012029418945312509,-0.005196533203125006,-1.0335552978515625
1582130712735,3.518091603053435,-10.676946564885496,-4.878778625954198,-0.015081176757812509,-0.001290283203125006,-1.0167095947265625
1582130712841,0.26618320610686963,-28.50900763358779,-8.542900763358778,-0.05255676269531251,-0.012886962890625006,-1.0019390869140625
1582130712945,-2.4513740458015274,-64.06625954198473,-9.749007633587787,-0.05133605957031251,-0.038399658203125006,-0.9415142822265625
1582130713049,1.6402290076335875,-76.9975572519084,-9.275725190839694,-0.006170043945312509,-0.068917236328125,-0.7991802978515625
1582130713259,15.090610687022902,-73.77618320610688,-8.83297709923664,0.02251647949218749,-0.067818603515625,-0.6545269775390625
1582130713261,13.579160305343512,-75.44030534351145,-5.550534351145038,0.06658386230468749,-0.020821533203125006,-0.5318463134765625
1582130713365,-4.161297709923665,-64.0357251908397,-0.7719083969465648,0.1373846435546875,-0.034493408203125006,-0.3854840087890625
1582130713470,-7.840687022900764,-43.516641221374044,2.0372519083969465,0.2214910888671875,-0.060128173828125006,-0.2618267822265625
1582130713576,-13.367404580152671,-7.852519083969466,-3.916946564885496,0.2413885498046875,-0.005684814453125006,-0.22618225097656253
1582130713680,-21.24526717557252,47.032977099236646,-13.061984732824428,0.2513983154296875,-0.121529541015625,-0.23668029785156253
1582130713785,0.3883206106870225,86.89557251908397,-8.451297709923665,0.1554510498046875,-0.18048950195312502,-0.4128277587890625
1582130713892,14.220381679389313,98.57496183206106,-11.443664122137406,0.01604675292968749,-0.120552978515625,-0.6337750244140625
1582130713997,-1.5658778625954204,77.75053435114503,0.9380152671755728,-0.002385864257812509,-0.123116455078125,-0.7532818603515625
1582130714100,-27.07732824427481,60.422290076335884,3.090687022900764,-0.05463195800781251,-0.13031860351562502,-0.9020855712890625
1582130714206,-16.176564885496184,24.132213740458013,25.80824427480916,-0.03778625488281251,-0.16010375976562502,-0.9611676025390625
1582130714310,-10.9093893129771,21.918473282442747,27.82351145038168,-0.010198364257812509,-0.064278564453125,-0.9758160400390625
1582130714416,-16.481908396946565,16.636030534351143,17.82351145038168,-0.015447387695312509,-0.027413330078125006,-1.0005963134765625
1582130714520,-6.527709923664123,6.407022900763359,10.083053435114504,-0.006658325195312509,0.011405029296874994,-1.0225689697265625
1582130714629,-3.5658778625954204,-0.14259541984732838,6.876946564885496,0.0004217529296874911,0.026419677734374994,-1.0215924072265625
1582130714730,1.8692366412213735,-0.11206106870229027,1.3349618320610688,0.004816284179687491,0.044608154296874994,-1.0197613525390625
1582130714834,-3.291068702290077,1.582595419847328,-2.5123664122137406,-0.00018859863281250888,0.035697021484374994,-1.0309918212890625
1582130714835,-1.4590076335877868,-0.432671755725191,1.0448854961832064,-0.0009210205078125089,0.027884521484374994,-1.0312359619140625
1582130714941,-0.2529007633587791,-0.44793893129771006,-0.6192366412213739,0.002374877929687491,0.039481201171874994,-1.0350201416015625
1582130715046,-1.2452671755725195,-1.9288549618320614,-2.9093129770992365,-0.006170043945312509,0.025687255859374994,-1.0298931884765625
1582130715254,0.31198473282442696,-2.096793893129771,-1.0009160305343512,0.0017645263671874911,0.030814208984374994,-1.0239117431640625
1582130715256,-1.1841984732824433,-1.165496183206107,-0.5734351145038166,0.00017761230468749112,0.027152099609374994,-1.0189068603515625
1582130715361,-1.8101526717557257,-0.09679389312977116,-1.7795419847328242,0.0005438232421874911,0.027274169921874994,-1.0220806884765625
1582130715464,-1.886488549618321,0.315419847328244,-0.3596946564885495,-0.0007989501953125089,0.023978271484374994,-1.0257427978515625
1582130715572,-1.8559541984732828,-0.9517557251908398,0.09832061068702291,-0.005071411132812509,0.024954833984374994,-1.0251324462890625
1582130715676,-1.306335877862596,0.07114503816793871,0.5868702290076335,0.005548706054687491,0.035330810546874994,-1.0290386962890625
1582130715781,-2.06969465648855,-0.09679389312977116,-1.3825954198473283,-0.004094848632812509,0.029105224609374994,-1.0284283447265625
1582130715885,-0.6956488549618325,-0.7532824427480918,-1.718473282442748,-0.00006652832031250888,0.026907958984374994,-1.0240338134765625
1582130715990,-1.8559541984732828,-0.44793893129771006,-0.32916030534351126,-0.0006768798828125089,0.025809326171874994,-1.0233013916015625
1582130716095,-1.6116793893129775,-0.4784732824427483,-0.32916030534351126,0.00005554199218749112,0.032523193359374994,-1.0272076416015625
1582130716200,-1.7643511450381686,-0.020458015267175722,-1.2604580152671754,-0.0006768798828125089,0.030081787109374994,-1.0265972900390625
1582130716306,-1.672748091603054,-0.11206106870229027,-2.1764885496183206,-0.002630004882812509,0.025198974609374994,-1.0289166259765625
1582130716412,-0.6498473282442754,-0.61587786259542,-0.6192366412213739,0.0007879638671874911,0.028372802734374994,-1.0268414306640625
1582130716517,-2.4513740458015274,0.025343511450381495,-1.1230534351145036,0.0012762451171874911,0.024100341796874994,-1.0279400634765625
1582130716620,-0.955190839694657,-1.3945038167938932,-1.7490076335877862,-0.003118286132812509,0.020926513671874994,-1.0280621337890625
1582130716725,-1.2605343511450386,-0.8754198473282444,-0.9093129770992365,0.0018865966796874911,0.022269287109374994,-1.0241558837890625
1582130716830,-1.138396946564886,-0.7380152671755726,0.2662595419847329,-0.002507934570312509,0.024588623046874994,-1.0252545166015625
1582130716934,-1.4437404580152677,-0.31053435114503836,-1.1383206106870227,0.0010321044921874911,0.028616943359374994,-1.0246441650390625
1582130716935,-1.5964122137404586,0.055877862595419714,-1.9780152671755724,-0.0006768798828125089,0.021658935546874994,-1.0257427978515625
1582130717041,-1.1078625954198478,-0.8754198473282444,-0.1612213740458015,-0.0004327392578125089,0.021658935546874994,-1.0231793212890625
1582130717145,-1.9780916030534357,0.17801526717557226,-0.9245801526717556,0.0013983154296874911,0.029715576171874994,-1.0290386962890625
1582130717250,-1.0162595419847333,-0.9059541984732826,-2.436030534351145,-0.007390747070312509,0.019095458984374994,-1.0278179931640625
1582130717357,-0.5735114503816798,-1.0586259541984735,-2.1764885496183206,0.0017645263671874911,0.019095458984374994,-1.0259869384765625
1582130717460,-0.8635877862595425,-0.78381679389313,-1.6421374045801524,-0.002752075195312509,0.015555419921874994,-1.0236676025390625
1582130717566,-1.2147328244274813,-0.5853435114503819,-1.7642748091603053,0.00005554199218749112,0.014456787109374994,-1.0240338134765625
1582130717671,-1.0925954198473287,-0.38687022900763374,-1.7490076335877862,-0.002874145507812509,0.012747802734374994,-1.0257427978515625
1582130717777,-1.672748091603054,-1.165496183206107,-1.1535877862595418,-0.007024536132812509,0.009085693359374994,-1.0235455322265625
1582130717880,-1.4742748091603057,-0.40213740458015285,-0.08488549618320596,0.0013983154296874911,0.018607177734374994,-1.0248883056640625
1582130717985,-1.6116793893129775,0.010076335877862386,-0.7871755725190839,-0.002874145507812509,0.009940185546874994,-1.0278179931640625
1582130718090,-0.7261832061068707,-1.2112977099236644,-1.2146564885496183,-0.002752075195312509,0.007254638671874994,-1.0230572509765625
